"Gene > Systematic Name","Gene > Length","Gene > Transcripts > Length","Gene > Name"
"YKL053C-A","261","438","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","440","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","443","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","443","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","448","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","448","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","449","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","453","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","454","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","454","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","459","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","459","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","464","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","520","Mitochondrial Distribution and Morphology"
"YKL053C-A","261","549","Mitochondrial Distribution and Morphology"
"YKL054C","2217","2544","RNAPII DEgradation Factor"
"YKL054C","2217","2595","RNAPII DEgradation Factor"
"YKL055C","837","1320","3-Oxoacyl-[Acyl-carrier-protein] Reductase"
"YKL055C","837","1323","3-Oxoacyl-[Acyl-carrier-protein] Reductase"
"YKL056C","504","609","Translation Machinery Associated"
"YKL056C","504","612","Translation Machinery Associated"
"YKL056C","504","616","Translation Machinery Associated"
"YKL056C","504","618","Translation Machinery Associated"
"YKL056C","504","621","Translation Machinery Associated"
"YKL056C","504","624","Translation Machinery Associated"
"YKL056C","504","626","Translation Machinery Associated"
"YKL056C","504","626","Translation Machinery Associated"
"YKL056C","504","631","Translation Machinery Associated"
"YKL056C","504","631","Translation Machinery Associated"
"YKL056C","504","632","Translation Machinery Associated"
"YKL056C","504","636","Translation Machinery Associated"
"YKL056C","504","636","Translation Machinery Associated"
"YKL056C","504","638","Translation Machinery Associated"
"YKL056C","504","639","Translation Machinery Associated"
"YKL056C","504","641","Translation Machinery Associated"
"YKL056C","504","642","Translation Machinery Associated"
"YKL056C","504","643","Translation Machinery Associated"
"YKL056C","504","644","Translation Machinery Associated"
"YKL056C","504","644","Translation Machinery Associated"
"YKL056C","504","644","Translation Machinery Associated"
"YKL056C","504","647","Translation Machinery Associated"
"YKL056C","504","649","Translation Machinery Associated"
"YKL056C","504","649","Translation Machinery Associated"
"YKL056C","504","649","Translation Machinery Associated"
"YKL056C","504","650","Translation Machinery Associated"
"YKL056C","504","653","Translation Machinery Associated"
"YKL056C","504","653","Translation Machinery Associated"
"YKL056C","504","654","Translation Machinery Associated"
"YKL056C","504","657","Translation Machinery Associated"
"YKL056C","504","658","Translation Machinery Associated"
"YKL056C","504","659","Translation Machinery Associated"
"YKL056C","504","659","Translation Machinery Associated"
"YKL056C","504","661","Translation Machinery Associated"
"YKL056C","504","661","Translation Machinery Associated"
"YKL056C","504","662","Translation Machinery Associated"
"YKL056C","504","663","Translation Machinery Associated"
"YKL056C","504","665","Translation Machinery Associated"
"YKL056C","504","665","Translation Machinery Associated"
"YKL056C","504","666","Translation Machinery Associated"
"YKL056C","504","666","Translation Machinery Associated"
"YKL056C","504","667","Translation Machinery Associated"
"YKL056C","504","668","Translation Machinery Associated"
"YKL056C","504","671","Translation Machinery Associated"
"YKL056C","504","672","Translation Machinery Associated"
"YKL056C","504","673","Translation Machinery Associated"
"YKL056C","504","674","Translation Machinery Associated"
"YKL056C","504","676","Translation Machinery Associated"
"YKL056C","504","677","Translation Machinery Associated"
"YKL056C","504","677","Translation Machinery Associated"
"YKL056C","504","678","Translation Machinery Associated"
"YKL056C","504","679","Translation Machinery Associated"
"YKL056C","504","679","Translation Machinery Associated"
"YKL056C","504","682","Translation Machinery Associated"
"YKL056C","504","684","Translation Machinery Associated"
"YKL056C","504","684","Translation Machinery Associated"
"YKL056C","504","685","Translation Machinery Associated"
"YKL056C","504","685","Translation Machinery Associated"
"YKL056C","504","690","Translation Machinery Associated"
"YKL056C","504","690","Translation Machinery Associated"
"YKL056C","504","692","Translation Machinery Associated"
"YKL056C","504","694","Translation Machinery Associated"
"YKL056C","504","695","Translation Machinery Associated"
"YKL056C","504","695","Translation Machinery Associated"
"YKL056C","504","698","Translation Machinery Associated"
"YKL056C","504","699","Translation Machinery Associated"
"YKL056C","504","699","Translation Machinery Associated"
"YKL056C","504","703","Translation Machinery Associated"
"YKL056C","504","704","Translation Machinery Associated"
"YKL056C","504","707","Translation Machinery Associated"
"YKL056C","504","707","Translation Machinery Associated"
"YKL056C","504","711","Translation Machinery Associated"
"YKL056C","504","712","Translation Machinery Associated"
"YKL056C","504","718","Translation Machinery Associated"
"YKL056C","504","720","Translation Machinery Associated"
"YKL056C","504","721","Translation Machinery Associated"
"YKL056C","504","723","Translation Machinery Associated"
"YKL056C","504","726","Translation Machinery Associated"
"YKL056C","504","733","Translation Machinery Associated"
"YKL056C","504","734","Translation Machinery Associated"
"YKL056C","504","738","Translation Machinery Associated"
"YKL056C","504","739","Translation Machinery Associated"
"YKL056C","504","744","Translation Machinery Associated"
"YKL056C","504","746","Translation Machinery Associated"
"YKL056C","504","750","Translation Machinery Associated"
"YKL056C","504","752","Translation Machinery Associated"
"YKL056C","504","753","Translation Machinery Associated"
"YKL056C","504","756","Translation Machinery Associated"
"YKL056C","504","758","Translation Machinery Associated"
"YKL056C","504","764","Translation Machinery Associated"
"YKL056C","504","767","Translation Machinery Associated"
"YKL056C","504","770","Translation Machinery Associated"
"YKL056C","504","779","Translation Machinery Associated"
"YKL056C","504","780","Translation Machinery Associated"
"YKL056C","504","792","Translation Machinery Associated"
"YKL056C","504","794","Translation Machinery Associated"
"YKL056C","504","794","Translation Machinery Associated"
"YKL056C","504","802","Translation Machinery Associated"
"YKL056C","504","812","Translation Machinery Associated"
"YKL056C","504","820","Translation Machinery Associated"
"YKL056C","504","835","Translation Machinery Associated"
"YKL056C","504","848","Translation Machinery Associated"
"YKL056C","504","1845","Translation Machinery Associated"
"YKL056C","504","1917","Translation Machinery Associated"
"YKL057C","3114","3225","NUclear Pore"
"YKL057C","3114","3236","NUclear Pore"
"YKL058W","369","535",""
"YKL058W","369","538",""
"YKL058W","369","541",""
"YKL058W","369","548",""
"YKL058W","369","553",""
"YKL058W","369","556",""
"YKL058W","369","563",""
"YKL058W","369","569",""
"YKL058W","369","571",""
"YKL058W","369","585",""
"YKL058W","369","591",""
"YKL058W","369","629",""
"YKL058W","369","635",""
"YKL058W","369","647",""
"YKL058W","369","657",""
"YKL058W","369","665",""
"YKL058W","369","722",""
"YKL058W","369","730",""
"YKL058W","369","744",""
"YKL058W","369","758",""
"YKL058W","369","786",""
"YKL058W","369","800",""
"YKL059C","1326","1516","Mutant PCF11 Extragenic suppressor"
"YKL059C","1326","1556","Mutant PCF11 Extragenic suppressor"
"YKL059C","1326","2046","Mutant PCF11 Extragenic suppressor"
"YKL060C","1080","1123","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1131","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1132","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1138","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1144","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1145","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1151","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1151","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1168","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1228","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1237","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1243","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1249","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1294","Fructose-1,6-Bisphosphate Aldolase"
"YKL060C","1080","1531","Fructose-1,6-Bisphosphate Aldolase"
"YKL061W","342","637","BLoc-1 Interactor"
"YKL061W","342","653","BLoc-1 Interactor"
"YKL061W","342","1508","BLoc-1 Interactor"
"YKL062W","1893","2459","Multicopy suppressor of SNF1 mutation"
"YKL062W","1893","2462","Multicopy suppressor of SNF1 mutation"
"YKL063C","504","788",""
"YKL063C","504","804",""
"YKL063C","504","808",""
"YKL063C","504","832",""
"YKL063C","504","833",""
"YKL063C","504","857",""
"YKL063C","504","871",""
"YKL063C","504","1357",""
"YKL063C","504","2072",""
"YKL065C","621","664","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","671","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","687","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","694","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","718","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","725","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","728","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","733","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","734","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","741","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","743","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","748","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","762","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","771","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","778","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","778","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","782","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","785","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","790","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","801","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","1004","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065C","621","1084","Yeast Endoplasmic reticulum Transmembrane protein"
"YKL065W-A","222","803","Delta-Psi dependent mitochondrial import and Cleavage protein of 7 kDa"
"YKL067W","462","624","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","656","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","667","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","671","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","674","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","683","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","688","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","690","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","694","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","699","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","699","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","704","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","705","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","709","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","710","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","715","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","715","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","720","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","721","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","726","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","738","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","743","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","749","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","751","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","754","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","757","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","762","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","768","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","774","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","779","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","781","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","786","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","792","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","797","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","826","Yeast Nucleoside diphosphate Kinase"
"YKL067W","462","871","Yeast Nucleoside diphosphate Kinase"
"YKL068W","2880","3101","NUclear Pore"
"YKL068W","2880","3118","NUclear Pore"
"YKL068W","2880","3130","NUclear Pore"
"YKL068W-A","237","525",""
"YKL068W-A","237","585",""
"YKL068W-A","237","604",""
"YKL068W-A","237","609",""
"YKL068W-A","237","616",""
"YKL068W-A","237","674",""
"YKL068W-A","237","759",""
"YKL069W","543","604",""
"YKL069W","543","610",""
"YKL069W","543","806",""
"YKL069W","543","806",""
"YKL070W","510","1066",""
"YKL071W","771","1089","Oxidative Stress Induced"
"YKL071W","771","1722","Oxidative Stress Induced"
"YKL072W","2301","2645","Sin Three Binding protein"
"YKL072W","2301","2674","Sin Three Binding protein"
"YKL073W","2646","2780","Lumenal Hsp Seventy"
"YKL073W","2646","2783","Lumenal Hsp Seventy"
"YKL073W","2646","2813","Lumenal Hsp Seventy"
"YKL074C","1584","1686","Mutant U1 Die"
"YKL074C","1584","1691","Mutant U1 Die"
"YKL074C","1584","1700","Mutant U1 Die"
"YKL074C","1584","1701","Mutant U1 Die"
"YKL076C","384","1267","Platinum SensitivitY"
"YKL076C","384","1503","Platinum SensitivitY"
"YKL077W","1179","1487","Pma1 Stabilization in the Golgi"
"YKL077W","1179","1492","Pma1 Stabilization in the Golgi"
"YKL077W","1179","1534","Pma1 Stabilization in the Golgi"
"YKL077W","1179","1548","Pma1 Stabilization in the Golgi"
"YKL077W","1179","1571","Pma1 Stabilization in the Golgi"
"YKL077W","1179","1625","Pma1 Stabilization in the Golgi"
"YKL078W","2208","2326","DEAH-box RNA helicase"
"YKL078W","2208","2343","DEAH-box RNA helicase"
"YKL078W","2208","2344","DEAH-box RNA helicase"
"YKL079W","1971","2120","Suppressor of MYo2-66"
"YKL079W","1971","2168","Suppressor of MYo2-66"
"YKL080W","1179","1294","Vacuolar Membrane Atpase"
"YKL080W","1179","1303","Vacuolar Membrane Atpase"
"YKL080W","1179","1350","Vacuolar Membrane Atpase"
"YKL080W","1179","1364","Vacuolar Membrane Atpase"
"YKL080W","1179","1401","Vacuolar Membrane Atpase"
"YKL080W","1179","1435","Vacuolar Membrane Atpase"
"YKL081W","1565","1773","Translation Elongation Factor"
"YKL081W","1565","1785","Translation Elongation Factor"
"YKL081W","1565","1790","Translation Elongation Factor"
"YKL081W","1565","1795","Translation Elongation Factor"
"YKL081W","1565","1808","Translation Elongation Factor"
"YKL081W","1565","1814","Translation Elongation Factor"
"YKL081W","1565","1843","Translation Elongation Factor"
"YKL081W","1565","1848","Translation Elongation Factor"
"YKL081W","1565","1883","Translation Elongation Factor"
"YKL081W","1565","2030","Translation Elongation Factor"
"YKL082C","1305","1495","Ribosomal RNA Processing"
"YKL082C","1305","1519","Ribosomal RNA Processing"
"YKL082C","1305","1528","Ribosomal RNA Processing"
"YKL084W","351","574","Helper Of Tim"
"YKL084W","351","609","Helper Of Tim"
"YKL085W","1005","1456","Malate DeHydrogenase"
"YKL085W","1005","1468","Malate DeHydrogenase"
"YKL085W","1005","1474","Malate DeHydrogenase"
"YKL085W","1005","1480","Malate DeHydrogenase"
"YKL085W","1005","1487","Malate DeHydrogenase"
"YKL085W","1005","1496","Malate DeHydrogenase"
"YKL085W","1005","1504","Malate DeHydrogenase"
"YKL085W","1005","1511","Malate DeHydrogenase"
"YKL085W","1005","1519","Malate DeHydrogenase"
"YKL085W","1005","1526","Malate DeHydrogenase"
"YKL085W","1005","1532","Malate DeHydrogenase"
"YKL085W","1005","1549","Malate DeHydrogenase"
"YKL085W","1005","1788","Malate DeHydrogenase"
"YKL085W","1005","1799","Malate DeHydrogenase"
"YKL086W","384","468","SulfiRedoXin"
"YKL086W","384","477","SulfiRedoXin"
"YKL086W","384","484","SulfiRedoXin"
"YKL086W","384","493","SulfiRedoXin"
"YKL086W","384","570","SulfiRedoXin"
"YKL086W","384","584","SulfiRedoXin"
"YKL087C","675","951","CYTochrome-c1-heme-lyase"
"YKL087C","675","956","CYTochrome-c1-heme-lyase"
"YKL087C","675","957","CYTochrome-c1-heme-lyase"
"YKL087C","675","962","CYTochrome-c1-heme-lyase"
"YKL087C","675","994","CYTochrome-c1-heme-lyase"
"YKL087C","675","1120","CYTochrome-c1-heme-lyase"
"YKL088W","1716","1947","Coenzyme A Biosynthesis"
"YKL088W","1716","1986","Coenzyme A Biosynthesis"
"YKL088W","1716","1989","Coenzyme A Biosynthesis"
"YKL089W","1650","1883","MItotic Fidelity of chromosome transmission"
"YKL089W","1650","1897","MItotic Fidelity of chromosome transmission"
"YKL089W","1650","1910","MItotic Fidelity of chromosome transmission"
"YKL090W","1332","1523","Coupling of Ubiquitin conjugation to ER degradation"
"YKL090W","1332","1528","Coupling of Ubiquitin conjugation to ER degradation"
"YKL090W","1332","1559","Coupling of Ubiquitin conjugation to ER degradation"
"YKL090W","1332","2534","Coupling of Ubiquitin conjugation to ER degradation"
"YKL091C","933","1070",""
"YKL091C","933","1082",""
"YKL092C","3315","3617","BUD site selection"
"YKL093W","1020","1246","Mitochondrial Biogenesis Regulation"
"YKL093W","1020","1399","Mitochondrial Biogenesis Regulation"
"YKL094W","942","1043",""
"YKL094W","942","1049",""
"YKL094W","942","1054",""
"YKL094W","942","1999",""
"YKL094W","942","2064",""
"YKL096W","720","815","Cell Wall Protein"
"YKL096W","720","820","Cell Wall Protein"
"YKL096W","720","830","Cell Wall Protein"
"YKL096W","720","834","Cell Wall Protein"
"YKL096W","720","839","Cell Wall Protein"
"YKL096W","720","846","Cell Wall Protein"
"YKL096W","720","849","Cell Wall Protein"
"YKL096W","720","851","Cell Wall Protein"
"YKL096W","720","851","Cell Wall Protein"
"YKL096W","720","856","Cell Wall Protein"
"YKL096W","720","861","Cell Wall Protein"
"YKL096W","720","861","Cell Wall Protein"
"YKL096W","720","861","Cell Wall Protein"
"YKL096W","720","866","Cell Wall Protein"
"YKL096W","720","866","Cell Wall Protein"
"YKL096W","720","866","Cell Wall Protein"
"YKL096W","720","871","Cell Wall Protein"
"YKL096W","720","876","Cell Wall Protein"
"YKL096W","720","881","Cell Wall Protein"
"YKL096W","720","1949","Cell Wall Protein"
"YKL096W","720","2645","Cell Wall Protein"
"YKL096W-A","279","395","Cell Wall Protein"
"YKL096W-A","279","412","Cell Wall Protein"
"YKL096W-A","279","459","Cell Wall Protein"
"YKL096W-A","279","464","Cell Wall Protein"
"YKL096W-A","279","465","Cell Wall Protein"
"YKL096W-A","279","469","Cell Wall Protein"
"YKL096W-A","279","470","Cell Wall Protein"
"YKL096W-A","279","473","Cell Wall Protein"
"YKL096W-A","279","475","Cell Wall Protein"
"YKL096W-A","279","477","Cell Wall Protein"
"YKL096W-A","279","479","Cell Wall Protein"
"YKL096W-A","279","480","Cell Wall Protein"
"YKL096W-A","279","480","Cell Wall Protein"
"YKL096W-A","279","485","Cell Wall Protein"
"YKL096W-A","279","485","Cell Wall Protein"
"YKL096W-A","279","486","Cell Wall Protein"
"YKL096W-A","279","491","Cell Wall Protein"
"YKL096W-A","279","491","Cell Wall Protein"
"YKL096W-A","279","491","Cell Wall Protein"
"YKL096W-A","279","496","Cell Wall Protein"
"YKL096W-A","279","497","Cell Wall Protein"
"YKL096W-A","279","498","Cell Wall Protein"
"YKL096W-A","279","501","Cell Wall Protein"
"YKL096W-A","279","503","Cell Wall Protein"
"YKL096W-A","279","507","Cell Wall Protein"
"YKL096W-A","279","507","Cell Wall Protein"
"YKL096W-A","279","509","Cell Wall Protein"
"YKL096W-A","279","519","Cell Wall Protein"
"YKL096W-A","279","525","Cell Wall Protein"
"YKL096W-A","279","539","Cell Wall Protein"
"YKL096W-A","279","602","Cell Wall Protein"
"YKL096W-A","279","878","Cell Wall Protein"
"YKL097C","411","965",""
"YKL098W","1074","1173","Maintenance of Telomere Capping"
"YKL098W","1074","1192","Maintenance of Telomere Capping"
"YKL098W","1074","1198","Maintenance of Telomere Capping"
"YKL098W","1074","1210","Maintenance of Telomere Capping"
"YKL098W","1074","1324","Maintenance of Telomere Capping"
"YKL098W","1074","1341","Maintenance of Telomere Capping"
"YKL099C","753","899","U Three Protein"
"YKL099C","753","919","U Three Protein"
"YKL099C","753","1016","U Three Protein"
"YKL099C","753","1022","U Three Protein"
"YKL100C","1764","2084","Yeast Presenilin-like Family"
"YKL100C","1764","2085","Yeast Presenilin-like Family"
"YKL102C","306","618",""
"YKL103C","1545","1760","AminoPeptidase"
"YKL103C","1545","1769","AminoPeptidase"
"YKL103C","1545","1776","AminoPeptidase"
"YKL103C","1545","1785","AminoPeptidase"
"YKL103C","1545","1847","AminoPeptidase"
"YKL103C","1545","1856","AminoPeptidase"
"YKL103C","1545","2190","AminoPeptidase"
"YKL103C","1545","2218","AminoPeptidase"
"YKL104C","2154","2619","Glutamine:Fructose-6-phosphate Amidotransferase"
"YKL104C","2154","2635","Glutamine:Fructose-6-phosphate Amidotransferase"
"YKL105C","3399","3769","Stability of Eisosomes Guaranteed"
"YKL106C-A","120","1017",""
"YKL106W","1356","1624","Aspartate AminoTransferase"
"YKL106W","1356","1630","Aspartate AminoTransferase"
"YKL107W","930","1104",""
"YKL107W","930","1120",""
"YKL108W","1362","1514","Synthetically Lethal with Dpb11-1"
"YKL108W","1362","1622","Synthetically Lethal with Dpb11-1"
"YKL108W","1362","1733","Synthetically Lethal with Dpb11-1"
"YKL109W","1665","2288","Heme Activator Protein"
"YKL109W","1665","2295","Heme Activator Protein"
"YKL109W","1665","2296","Heme Activator Protein"
"YKL109W","1665","2296","Heme Activator Protein"
"YKL109W","1665","2304","Heme Activator Protein"
"YKL109W","1665","2313","Heme Activator Protein"
"YKL109W","1665","2356","Heme Activator Protein"
"YKL109W","1665","2364","Heme Activator Protein"
"YKL109W","1665","2384","Heme Activator Protein"
"YKL109W","1665","2392","Heme Activator Protein"
"YKL109W","1665","2396","Heme Activator Protein"
"YKL110C","942","1290","Kluveromyces lactis Toxin Insensitive"
"YKL110C","942","1573","Kluveromyces lactis Toxin Insensitive"
"YKL110C","942","1798","Kluveromyces lactis Toxin Insensitive"
"YKL112W","2196","2518","ARS-Binding Factor"
"YKL112W","2196","2806","ARS-Binding Factor"
"YKL113C","1149","1263","RADiation sensitive"
"YKL113C","1149","1278","RADiation sensitive"
"YKL113C","1149","1283","RADiation sensitive"
"YKL113C","1149","1286","RADiation sensitive"
"YKL113C","1149","1306","RADiation sensitive"
"YKL113C","1149","1330","RADiation sensitive"
"YKL113C","1149","1336","RADiation sensitive"
"YKL114C","1104","1268","APurinic/apyrimidinic eNdonuclease"
"YKL114C","1104","1283","APurinic/apyrimidinic eNdonuclease"
"YKL116C","1557","2063","Pheromone Response Regulator"
"YKL116C","1557","2092","Pheromone Response Regulator"
"YKL117W","651","817","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","823","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","828","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","831","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","836","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","839","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","844","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","847","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","852","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","853","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","858","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","887","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","888","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","893","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","896","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","901","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","904","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","909","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","912","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","917","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","918","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","923","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","973","increased Sensitivity to Benzoquinone Ansamycins"
"YKL117W","651","981","increased Sensitivity to Benzoquinone Ansamycins"
"YKL119C","648","880","Vacuolar pH"
"YKL119C","648","906","Vacuolar pH"
"YKL120W","975","1233","OxaloAcetate Carrier"
"YKL120W","975","1239","OxaloAcetate Carrier"
"YKL120W","975","1247","OxaloAcetate Carrier"
"YKL120W","975","1252","OxaloAcetate Carrier"
"YKL120W","975","1260","OxaloAcetate Carrier"
"YKL120W","975","1286","OxaloAcetate Carrier"
"YKL120W","975","1294","OxaloAcetate Carrier"
"YKL120W","975","1325","OxaloAcetate Carrier"
"YKL120W","975","1327","OxaloAcetate Carrier"
"YKL120W","975","1333","OxaloAcetate Carrier"
"YKL120W","975","1334","OxaloAcetate Carrier"
"YKL121W","2559","2952","2-Deoxy-Glucose Resistant"
"YKL121W","2559","3089","2-Deoxy-Glucose Resistant"
"YKL122C","504","611","Signal Recognition Particle"
"YKL122C","504","620","Signal Recognition Particle"
"YKL122C","504","630","Signal Recognition Particle"
"YKL122C","504","638","Signal Recognition Particle"
"YKL122C","504","718","Signal Recognition Particle"
"YKL122C","504","934","Signal Recognition Particle"
"YKL123W","381","1531",""
"YKL123W","381","1598",""
"YKL124W","1740","1870","Suppressor of SHr3 deletion"
"YKL125W","1884","2138","Regulation of RNA polymerase I"
"YKL125W","1884","2161","Regulation of RNA polymerase I"
"YKL125W","1884","2189","Regulation of RNA polymerase I"
"YKL126W","2043","2320","Yeast Protein Kinase"
"YKL126W","2043","2334","Yeast Protein Kinase"
"YKL127W","1713","1875","PhosphoGlucoMutase"
"YKL127W","1713","1882","PhosphoGlucoMutase"
"YKL127W","1713","1897","PhosphoGlucoMutase"
"YKL127W","1713","1907","PhosphoGlucoMutase"
"YKL127W","1713","2155","PhosphoGlucoMutase"
"YKL127W","1713","2221","PhosphoGlucoMutase"
"YKL128C","888","1232","PhosphoMUtase"
"YKL128C","888","1301","PhosphoMUtase"
"YKL129C","3819","3948","MYOsin"
"YKL130C","741","903","Swi5p-dependent HO Expression"
"YKL130C","741","946","Swi5p-dependent HO Expression"
"YKL130C","741","1007","Swi5p-dependent HO Expression"
"YKL130C","741","1019","Swi5p-dependent HO Expression"
"YKL132C","1293","1637","Reduced Mating A"
"YKL132C","1293","1815","Reduced Mating A"
"YKL132C","1293","1817","Reduced Mating A"
"YKL133C","1392","1452","Respiratory Chain Interacting protein of ~50 kDa"
"YKL133C","1392","1572","Respiratory Chain Interacting protein of ~50 kDa"
"YKL133C","1392","1573","Respiratory Chain Interacting protein of ~50 kDa"
"YKL134C","2319","2633","OCTapeptidyl aminopeptidase"
"YKL134C","2319","2653","OCTapeptidyl aminopeptidase"
"YKL135C","2181","2404","clathrin Adaptor Protein complex Large chain"
"YKL135C","2181","2458","clathrin Adaptor Protein complex Large chain"
"YKL137W","336","488","Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"
"YKL137W","336","531","Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"
"YKL137W","336","538","Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"
